Date,Close,High,Low,Open,Volume
2012-01-03,12.32168960571289,12.359743102469352,12.254872558812515,12.26685803812144,302220800
2012-01-04,12.387908935546875,12.425063926074142,12.263263135463715,12.284836200832308,260022000
2012-01-05,12.525439262390137,12.541019587021268,12.364837023261211,12.433153462362997,271269600
2012-01-06,12.6563720703125,12.666858960976063,12.56108994356021,12.577569571773942,318292800
2012-01-09,12.636298179626465,12.816675599093925,12.62491197703761,12.749259294537902,394024400
2012-01-10,12.681543350219727,12.764241545054652,12.629407323015455,12.761544412558633,258196400
2012-01-11,12.660867691040039,12.669856798407288,12.563787731769448,12.664762570849899,215084800
2012-01-12,12.62610912322998,12.67135309150542,12.547006587905663,12.652776405231473,212587200
2012-01-13,12.57876968383789,12.597946447603428,12.544312636594624,12.57547487771362,226021600
2012-01-17,12.725285530090332,12.76393828292085,12.67314951932771,12.710303687888894,242897200
2012-01-18,12.857423782348633,12.86820990964565,12.773227821535668,12.793003054995578,276791200
2012-01-19,12.816679954528809,12.925145352498223,12.779525765132536,12.888591237224896,261738400
2012-01-20,12.593448638916016,12.809182381784954,12.576969011339852,12.808883144968258,413974400
2012-01-23,12.806489944458008,12.83765218798963,12.653379059857286,12.664465227218233,306062400
2012-01-24,12.596745491027832,12.73727238577942,12.57097751974405,12.73727238577942,547638000
2012-01-25,13.383275032043457,13.61668617107432,13.295483422594584,13.61638693423042,958314000
2012-01-26,13.322454452514648,13.447099434282057,13.277809743150968,13.434216244436827,323985200
2012-01-27,13.401853561401367,13.437809191277275,13.296683804071016,13.313761908161034,299709200
2012-01-30,13.573538780212402,13.600206061142469,13.345221089820408,13.354808669399915,379341200
2012-01-31,13.677509307861328,13.730243793332518,13.575335142125597,13.650842028226148,391683600
2012-02-01,13.668821334838867,13.752718059474761,13.649646175074006,13.735339920857854,270046000
2012-02-02,13.636763572692871,13.698187141533325,13.602605763640682,13.660134452539552,186796400
2012-02-03,13.773396492004395,13.782984874692099,13.649949265294952,13.702085296060657,286599600
2012-02-06,13.901934623718262,13.93219755103416,13.72904933040134,13.7344419945857,249412800
2012-02-07,14.047561645507812,14.075128252282957,13.920217907935047,13.940293989005516,316223600
2012-02-08,14.282767295837402,14.286062102047937,14.073624711036786,14.097595666371321,407890000
2012-02-09,14.77685546875,14.884123082378935,14.3990217257655,14.405014463973579,884214800
2012-02-10,14.784346580505371,14.910190887494736,14.638426199669782,14.710638297904959,631302000
2012-02-13,15.059409141540527,15.096263286430887,14.894311981592066,14.96742179756839,517216000
2012-02-14,15.264948844909668,15.267944413218608,15.041425362412701,15.121126361752118,460398400
2012-02-15,14.911691665649414,15.76923101486202,14.888319183424132,15.408776964736186,1506120000
2012-02-16,15.047721862792969,15.12802296006903,14.580897925778746,14.72681831076752,944552000
2012-02-17,15.045029640197754,15.214320951939797,14.99049650398155,15.074692504308784,535805200
2012-02-21,15.426447868347168,15.426447868347168,15.104944389792667,15.187642544592938,605595200
2012-02-22,15.372222900390625,15.445631957005627,15.253269024824641,15.373421448257755,483302400
2012-02-23,15.472600936889648,15.515748666946857,15.266156234688912,15.433349688166414,568027600
2012-02-24,15.652975082397461,15.667656892918481,15.540015552534864,15.570876958279648,415072000
2012-02-27,15.753341674804688,15.835439743754744,15.469292437473912,15.620005321715059,547582000
2012-02-28,16.04249382019043,16.04249382019043,15.756047319536952,15.819269510816165,600387200
2012-02-29,16.253135681152344,16.408046001319658,16.051185955036715,16.226769226811264,952011200
2012-03-01,16.31395721435547,16.426020621493375,16.143168171733933,16.42482047362524,683270000
2012-03-02,16.335237503051758,16.383776300271116,16.25553485537755,16.307072423110508,431712400
2012-03-05,15.975076675415039,16.40414552987497,15.760539847889394,16.342422726607108,809124400
2012-03-06,15.88818359375,15.990956259026373,15.467502950814982,15.690428023174917,810238800
2012-03-07,15.901073455810547,16.11351090350176,15.679646097371661,16.084147275481136,798520800
2012-03-08,16.239652633666992,16.269614729256272,15.943916956992874,16.020921654917856,516457200
2012-03-09,16.334930419921875,16.41193509726481,16.273206023197943,16.306165279655122,418919200
2012-03-12,16.539583206176758,16.539583206176758,16.38976632038893,16.449093640740376,407282400
2012-03-13,17.021989822387695,17.024386918599,16.651945695706583,16.705581123483988,690855200
2012-03-14,17.665590286254883,17.81959966967463,17.240713915377793,17.32011730275437,1418844000
2012-03-15,17.54513931274414,17.978104697303674,17.33509901481052,17.966119219496267,1159718000
2012-03-16,17.54543685913086,17.654202259408237,17.318616914121048,17.519968121293363,825487600
2012-03-19,18.010766983032227,18.030841460729228,17.649712819839596,17.92896808698478,901236000
2012-03-20,18.156387329101562,18.18455080390183,17.722522599013754,17.963125084469336,816662000
2012-03-21,18.052705764770508,18.26694170252281,18.020047349808067,18.05989704885308,644042000
2012-03-22,17.95802879333496,18.112638244354795,17.84386912654886,17.911285433605087,623870800
2012-03-23,17.859458923339844,18.031745836275444,17.810019207347253,17.99249458065717,430488800
2012-03-26,18.18694305419922,18.192038081464734,17.83577822114506,17.971508531348643,595742000
2012-03-27,18.411670684814453,18.465603736299975,18.159381970410852,18.162977613856377,607129600
2012-03-28,18.505752563476562,18.62051070574,18.286722371207265,18.528523369645548,655460400
2012-03-29,18.273239135742188,18.47399187586995,18.194437424470483,18.360731518024483,608238400
2012-03-30,17.96431541442871,18.294207165471583,17.916074284519517,18.24057337268403,731038000
2012-04-02,18.536020278930664,18.540214396877175,17.989194349455886,18.032641314875843,598351600
2012-04-03,18.856319427490234,18.94291410113849,18.652271876615544,18.79579356708052,834559600
2012-04-04,18.706205368041992,18.752647893643,18.48717516521357,18.707403915803255,572980800
2012-04-05,18.98695945739746,19.016323076640834,18.678939092027587,18.78620671340961,641298000
2012-04-09,19.063371658325195,19.1715386335826,18.735876762337192,18.76074543744334,597536800
2012-04-10,18.829954147338867,19.296178042995532,18.75684433129117,19.174228603948535,889725200
2012-04-11,18.762834548950195,19.08253953264654,18.677139192343088,19.062465059719976,696614800
2012-04-12,18.660062789916992,18.916547220002645,18.592046402023136,18.72688063000394,614336800
2012-04-13,18.134510040283203,18.717890734294816,18.082974089153815,18.70021175559279,859644800
2012-04-16,17.382444381713867,18.285827952174678,17.326114224777996,18.27923673814085,1050786800
2012-04-17,18.268449783325195,18.27743809339614,17.13614834225161,17.34678875668613,1025528000
2012-04-18,18.22769546508789,18.584555434406333,18.059002680165463,18.388896126893194,954531200
2012-04-19,17.60146713256836,18.119527740912105,17.513974756331894,17.984394296833955,834719200
2012-04-20,17.168201446533203,17.81660126609701,17.091496003910322,17.7195205152251,1030985200
2012-04-23,17.129850387573242,17.27876794108371,16.678009099888293,17.097191962549118,966529200
2012-04-24,16.787677764892578,17.009703580937153,16.629472629510968,16.857491185547087,1076149200
2012-04-25,18.277437210083008,18.517142002432536,18.15758561400702,18.446429272712145,905777600
2012-04-26,18.208513259887695,18.417955002964977,18.04161914645997,18.40536945603979,536068400
2012-04-27,18.067691802978516,18.162975543324148,17.992784973365293,18.12971704539244,406722400
2012-04-30,17.49779510498047,17.92986272031784,17.46843148842902,17.91188450604233,506144800
2012-05-01,17.442365646362305,17.88072367084223,17.41539912293186,17.525363075199643,610999200
2012-05-02,17.55772590637207,17.600273558892155,17.344389169889876,17.385738274448865,427389200
